"Date" "HomeTeam" "AwayTeam" "FTHG" "FTAG" "FTR"
"1269" "10/11/13" "Valencia" "Valladolid" 2 2 "D"
"1270" "10/11/13" "Villarreal" "Ath Madrid" 1 1 "D"
"1271" "22/11/13" "Valladolid" "Osasuna" 0 1 "A"
"1272" "23/11/13" "Almeria" "Real Madrid" 0 5 "A"
"1273" "23/11/13" "Ath Madrid" "Getafe" 7 0 "H"
"1274" "23/11/13" "Barcelona" "Granada" 4 0 "H"
"1275" "23/11/13" "Sociedad" "Celta" 4 3 "H"
"1276" "24/11/13" "Elche" "Valencia" 2 1 "H"
"1277" "24/11/13" "Levante" "Villarreal" 0 3 "A"
"1278" "24/11/13" "Sevilla" "Betis" 4 0 "H"
"1279" "24/11/13" "Vallecano" "Espanol" 1 4 "A"
"1280" "25/11/13" "Malaga" "Ath Bilbao" 1 2 "A"
"1281" "29/11/13" "Getafe" "Levante" 1 0 "H"
"1282" "29/11/13" "Villarreal" "Malaga" 1 1 "D"
"1283" "30/11/13" "Celta" "Almeria" 3 1 "H"
"1284" "30/11/13" "Elche" "Ath Madrid" 0 2 "A"
"1285" "30/11/13" "Espanol" "Sociedad" 1 2 "A"
"1286" "30/11/13" "Real Madrid" "Valladolid" 4 0 "H"
"1287" "01/12/13" "Ath Bilbao" "Barcelona" 1 0 "H"
"1288" "01/12/13" "Betis" "Vallecano" 2 2 "D"
"1289" "01/12/13" "Granada" "Sevilla" 1 2 "A"
"1290" "01/12/13" "Valencia" "Osasuna" 3 0 "H"
"1291" "13/12/13" "Levante" "Elche" 2 1 "H"
"1292" "14/12/13" "Barcelona" "Villarreal" 2 1 "H"
"1293" "14/12/13" "Malaga" "Getafe" 1 0 "H"
"1294" "14/12/13" "Osasuna" "Real Madrid" 2 2 "D"
"1295" "14/12/13" "Vallecano" "Granada" 0 2 "A"
"1296" "15/12/13" "Almeria" "Espanol" 0 0 "D"
"1297" "15/12/13" "Ath Madrid" "Valencia" 3 0 "H"
"1298" "15/12/13" "Sevilla" "Ath Bilbao" 1 1 "D"
"1299" "15/12/13" "Sociedad" "Betis" 5 1 "H"
"1300" "16/12/13" "Valladolid" "Celta" 3 0 "H"
"1301" "20/12/13" "Elche" "Malaga" 0 1 "A"
"1302" "21/12/13" "Ath Madrid" "Levante" 3 2 "H"
"1303" "21/12/13" "Betis" "Almeria" 0 1 "A"
"1304" "21/12/13" "Granada" "Sociedad" 1 3 "A"
"1305" "21/12/13" "Villarreal" "Sevilla" 1 2 "A"
"1306" "22/12/13" "Ath Bilbao" "Vallecano" 2 1 "H"
"1307" "22/12/13" "Celta" "Osasuna" 1 1 "D"
"1308" "22/12/13" "Espanol" "Valladolid" 4 2 "H"
"1309" "22/12/13" "Getafe" "Barcelona" 2 5 "A"
"1310" "22/12/13" "Valencia" "Real Madrid" 2 3 "A"
"1311" "04/01/14" "Almeria" "Granada" 3 0 "H"
"1312" "04/01/14" "Malaga" "Ath Madrid" 0 1 "A"
"1313" "04/01/14" "Valencia" "Levante" 2 0 "H"
"1314" "04/01/14" "Valladolid" "Betis" 0 0 "D"
"1315" "05/01/14" "Barcelona" "Elche" 4 0 "H"
"1316" "05/01/14" "Osasuna" "Espanol" 1 0 "H"
"1317" "05/01/14" "Sevilla" "Getafe" 3 0 "H"
"1318" "05/01/14" "Sociedad" "Ath Bilbao" 2 0 "H"
"1319" "06/01/14" "Real Madrid" "Celta" 3 0 "H"
"1320" "06/01/14" "Vallecano" "Villarreal" 2 5 "A"
"1321" "10/01/14" "Granada" "Valladolid" 4 0 "H"
"1322" "11/01/14" "Ath Bilbao" "Almeria" 6 1 "H"
"1323" "11/01/14" "Ath Madrid" "Barcelona" 0 0 "D"
"1324" "11/01/14" "Celta" "Valencia" 2 1 "H"
"1325" "11/01/14" "Elche" "Sevilla" 1 1 "D"
"1326" "12/01/14" "Betis" "Osasuna" 1 2 "A"
"1327" "12/01/14" "Espanol" "Real Madrid" 0 1 "A"
"1328" "12/01/14" "Getafe" "Vallecano" 0 1 "A"
"1329" "12/01/14" "Levante" "Malaga" 1 0 "H"
"1330" "13/01/14" "Villarreal" "Sociedad" 5 1 "H"
"1331" "17/01/14" "Malaga" "Valencia" 0 0 "D"
"1332" "18/01/14" "Betis" "Real Madrid" 0 5 "A"
"1333" "18/01/14" "Elche" "Vallecano" 2 0 "H"
"1334" "18/01/14" "Espanol" "Celta" 1 0 "H"
"1335" "18/01/14" "Granada" "Osasuna" 0 0 "D"
"1336" "19/01/14" "Ath Madrid" "Sevilla" 1 1 "D"
"1337" "19/01/14" "Getafe" "Sociedad" 2 2 "D"
"1338" "19/01/14" "Levante" "Barcelona" 1 1 "D"
"1339" "19/01/14" "Villarreal" "Almeria" 2 0 "H"
"1340" "20/01/14" "Ath Bilbao" "Valladolid" 4 2 "H"
"1341" "24/01/14" "Celta" "Betis" 4 2 "H"
"1342" "25/01/14" "Real Madrid" "Granada" 2 0 "H"
"1343" "25/01/14" "Sevilla" "Levante" 2 3 "A"
"1344" "25/01/14" "Valencia" "Espanol" 2 2 "D"
"1345" "25/01/14" "Valladolid" "Villarreal" 1 0 "H"
"1346" "26/01/14" "Almeria" "Getafe" 1 0 "H"
"1347" "26/01/14" "Barcelona" "Malaga" 3 0 "H"
"1348" "26/01/14" "Osasuna" "Ath Bilbao" 1 5 "A"
"1349" "26/01/14" "Vallecano" "Ath Madrid" 2 4 "A"
"1350" "27/01/14" "Sociedad" "Elche" 4 0 "H"
"1351" "31/01/14" "Granada" "Celta" 1 2 "A"
"1352" "01/02/14" "Barcelona" "Valencia" 2 3 "A"
"1353" "01/02/14" "Getafe" "Valladolid" 0 0 "D"
"1354" "01/02/14" "Levante" "Vallecano" 0 0 "D"
"1355" "01/02/14" "Malaga" "Sevilla" 3 2 "H"
"1356" "02/02/14" "Ath Bilbao" "Real Madrid" 1 1 "D"
"1357" "02/02/14" "Ath Madrid" "Sociedad" 4 0 "H"
"1358" "02/02/14" "Betis" "Espanol" 2 0 "H"
"1359" "02/02/14" "Elche" "Almeria" 1 0 "H"
"1360" "03/02/14" "Villarreal" "Osasuna" 3 1 "H"
"1361" "07/02/14" "Espanol" "Granada" 1 0 "H"
"1362" "08/02/14" "Almeria" "Ath Madrid" 2 0 "H"
"1363" "08/02/14" "Real Madrid" "Villarreal" 4 2 "H"
"1364" "08/02/14" "Valencia" "Betis" 5 0 "H"
"1365" "08/02/14" "Vallecano" "Malaga" 4 1 "H"
"1366" "09/02/14" "Osasuna" "Getafe" 2 0 "H"
"1367" "09/02/14" "Sevilla" "Barcelona" 1 4 "A"
"1368" "09/02/14" "Sociedad" "Levante" 0 0 "D"
"1369" "09/02/14" "Valladolid" "Elche" 2 2 "D"
"1370" "10/02/14" "Celta" "Ath Bilbao" 0 0 "D"
"1371" "14/02/14" "Elche" "Osasuna" 0 0 "D"
"1372" "15/02/14" "Ath Madrid" "Valladolid" 3 0 "H"
"1373" "15/02/14" "Barcelona" "Vallecano" 6 0 "H"
"1374" "15/02/14" "Levante" "Almeria" 1 0 "H"
"1375" "15/02/14" "Villarreal" "Celta" 0 2 "A"
"1376" "16/02/14" "Ath Bilbao" "Espanol" 1 2 "A"
"1377" "16/02/14" "Getafe" "Real Madrid" 0 3 "A"
"1378" "16/02/14" "Granada" "Betis" 1 0 "H"
"1379" "16/02/14" "Sevilla" "Valencia" 0 0 "D"
"1380" "17/02/14" "Malaga" "Sociedad" 0 1 "A"
"1381" "21/02/14" "Valladolid" "Levante" 1 1 "D"
"1382" "22/02/14" "Almeria" "Malaga" 0 0 "D"
"1383" "22/02/14" "Celta" "Getafe" 1 1 "D"
"1384" "22/02/14" "Real Madrid" "Elche" 3 0 "H"
"1385" "22/02/14" "Sociedad" "Barcelona" 3 1 "H"
"1386" "23/02/14" "Betis" "Ath Bilbao" 0 2 "A"
"1387" "23/02/14" "Osasuna" "Ath Madrid" 3 0 "H"
"1388" "23/02/14" "Valencia" "Granada" 2 1 "H"
"1389" "23/02/14" "Vallecano" "Sevilla" 0 1 "A"
"1390" "24/02/14" "Espanol" "Villarreal" 1 2 "A"
"1391" "28/02/14" "Ath Bilbao" "Granada" 4 0 "H"
"1392" "01/03/14" "Elche" "Celta" 1 0 "H"
"1393" "01/03/14" "Getafe" "Espanol" 0 0 "D"
"1394" "01/03/14" "Levante" "Osasuna" 2 0 "H"
"1395" "01/03/14" "Malaga" "Valladolid" 1 1 "D"
"1396" "02/03/14" "Ath Madrid" "Real Madrid" 2 2 "D"
"1397" "02/03/14" "Barcelona" "Almeria" 4 1 "H"
"1398" "02/03/14" "Sevilla" "Sociedad" 1 0 "H"
"1399" "02/03/14" "Vallecano" "Valencia" 1 0 "H"
"1400" "02/03/14" "Villarreal" "Betis" 1 1 "D"
"1401" "08/03/14" "Betis" "Getafe" 2 0 "H"
"1402" "08/03/14" "Celta" "Ath Madrid" 0 2 "A"
"1403" "08/03/14" "Granada" "Villarreal" 2 0 "H"
"1404" "08/03/14" "Valladolid" "Barcelona" 1 0 "H"
"1405" "09/03/14" "Almeria" "Sevilla" 1 3 "A"
"1406" "09/03/14" "Espanol" "Elche" 3 1 "H"
"1407" "09/03/14" "Real Madrid" "Levante" 3 0 "H"
"1408" "09/03/14" "Valencia" "Ath Bilbao" 1 1 "D"
"1409" "10/03/14" "Osasuna" "Malaga" 0 2 "A"
"1410" "10/03/14" "Sociedad" "Vallecano" 2 3 "A"
"1411" "14/03/14" "Getafe" "Granada" 3 3 "D"
"1412" "15/03/14" "Ath Madrid" "Espanol" 1 0 "H"
"1413" "15/03/14" "Levante" "Celta" 0 1 "A"
"1414" "15/03/14" "Malaga" "Real Madrid" 0 1 "A"
"1415" "15/03/14" "Vallecano" "Almeria" 3 1 "H"
"1416" "16/03/14" "Barcelona" "Osasuna" 7 0 "H"
"1417" "16/03/14" "Elche" "Betis" 0 0 "D"
"1418" "16/03/14" "Sevilla" "Valladolid" 4 1 "H"
"1419" "16/03/14" "Sociedad" "Valencia" 1 0 "H"
"1420" "17/03/14" "Villarreal" "Ath Bilbao" 1 1 "D"
"1421" "21/03/14" "Celta" "Malaga" 0 2 "A"
"1422" "22/03/14" "Ath Bilbao" "Getafe" 1 0 "H"
"1423" "22/03/14" "Espanol" "Levante" 0 0 "D"
"1424" "22/03/14" "Granada" "Elche" 1 0 "H"
"1425" "22/03/14" "Valladolid" "Vallecano" 1 1 "D"
"1426" "23/03/14" "Betis" "Ath Madrid" 0 2 "A"
"1427" "23/03/14" "Osasuna" "Sevilla" 1 2 "A"
"1428" "23/03/14" "Real Madrid" "Barcelona" 3 4 "A"
"1429" "23/03/14" "Valencia" "Villarreal" 2 1 "H"
"1430" "24/03/14" "Almeria" "Sociedad" 4 3 "H"
"1431" "25/03/14" "Elche" "Ath Bilbao" 0 0 "D"
"1432" "25/03/14" "Malaga" "Espanol" 1 2 "A"
"1433" "26/03/14" "Ath Madrid" "Granada" 1 0 "H"
"1434" "26/03/14" "Barcelona" "Celta" 3 0 "H"
"1435" "26/03/14" "Sevilla" "Real Madrid" 2 1 "H"
"1436" "26/03/14" "Vallecano" "Osasuna" 1 0 "H"
"1437" "27/03/14" "Almeria" "Valencia" 2 2 "D"
"1438" "27/03/14" "Getafe" "Villarreal" 0 1 "A"
"1439" "27/03/14" "Levante" "Betis" 1 3 "A"
"1440" "27/03/14" "Sociedad" "Valladolid" 1 0 "H"
"1441" "29/03/14" "Ath Bilbao" "Ath Madrid" 1 2 "A"
"1442" "29/03/14" "Celta" "Sevilla" 1 0 "H"
"1443" "29/03/14" "Espanol" "Barcelona" 0 1 "A"
"1444" "29/03/14" "Real Madrid" "Vallecano" 5 0 "H"
"1445" "30/03/14" "Osasuna" "Sociedad" 1 1 "D"
"1446" "30/03/14" "Valencia" "Getafe" 1 3 "A"
"1447" "30/03/14" "Valladolid" "Almeria" 1 0 "H"
"1448" "30/03/14" "Villarreal" "Elche" 1 1 "D"
"1449" "31/03/14" "Betis" "Malaga" 1 2 "A"
"1450" "31/03/14" "Granada" "Levante" 0 2 "A"
"1451" "04/04/14" "Almeria" "Osasuna" 1 2 "A"
"1452" "05/04/14" "Ath Madrid" "Villarreal" 1 0 "H"
"1453" "05/04/14" "Barcelona" "Betis" 3 1 "H"
"1454" "05/04/14" "Sociedad" "Real Madrid" 0 4 "A"
"1455" "05/04/14" "Vallecano" "Celta" 3 0 "H"
"1456" "06/04/14" "Elche" "Getafe" 1 0 "H"
"1457" "06/04/14" "Malaga" "Granada" 4 1 "H"
"1458" "06/04/14" "Sevilla" "Espanol" 4 1 "H"
"1459" "06/04/14" "Valladolid" "Valencia" 0 0 "D"
"1460" "07/04/14" "Levante" "Ath Bilbao" 1 2 "A"
"1461" "11/04/14" "Osasuna" "Valladolid" 0 0 "D"
"1462" "12/04/14" "Celta" "Sociedad" 2 2 "D"
"1463" "12/04/14" "Granada" "Barcelona" 1 0 "H"
"1464" "12/04/14" "Real Madrid" "Almeria" 4 0 "H"
"1465" "12/04/14" "Villarreal" "Levante" 1 0 "H"
"1466" "13/04/14" "Betis" "Sevilla" 0 2 "A"
"1467" "13/04/14" "Espanol" "Vallecano" 2 2 "D"
"1468" "13/04/14" "Getafe" "Ath Madrid" 0 2 "A"
"1469" "13/04/14" "Valencia" "Elche" 2 1 "H"
"1470" "14/04/14" "Ath Bilbao" "Malaga" 3 0 "H"
"1471" "18/04/14" "Ath Madrid" "Elche" 2 0 "H"
"1472" "19/04/14" "Levante" "Getafe" 0 0 "D"
"1473" "19/04/14" "Osasuna" "Valencia" 1 1 "D"
"1474" "19/04/14" "Sociedad" "Espanol" 2 1 "H"
"1475" "20/04/14" "Almeria" "Celta" 2 4 "A"
"1476" "20/04/14" "Barcelona" "Ath Bilbao" 2 1 "H"
"1477" "20/04/14" "Sevilla" "Granada" 4 0 "H"
"1478" "20/04/14" "Vallecano" "Betis" 3 1 "H"
"1479" "21/04/14" "Malaga" "Villarreal" 2 0 "H"
"1480" "25/04/14" "Elche" "Levante" 1 1 "D"
"1481" "26/04/14" "Betis" "Sociedad" 0 1 "A"
"1482" "26/04/14" "Getafe" "Malaga" 1 0 "H"
"1483" "26/04/14" "Granada" "Vallecano" 0 3 "A"
"1484" "26/04/14" "Real Madrid" "Osasuna" 4 0 "H"
"1485" "27/04/14" "Ath Bilbao" "Sevilla" 3 1 "H"
"1486" "27/04/14" "Espanol" "Almeria" 1 2 "A"
"1487" "27/04/14" "Valencia" "Ath Madrid" 0 1 "A"
"1488" "27/04/14" "Villarreal" "Barcelona" 2 3 "A"
"1489" "28/04/14" "Celta" "Valladolid" 4 1 "H"
"1490" "02/05/14" "Vallecano" "Ath Bilbao" 0 3 "A"
"1491" "03/05/14" "Barcelona" "Getafe" 2 2 "D"
"1492" "03/05/14" "Malaga" "Elche" 0 1 "A"
"1493" "03/05/14" "Osasuna" "Celta" 0 2 "A"
"1494" "03/05/14" "Valladolid" "Espanol" 1 0 "H"
"1495" "04/05/14" "Almeria" "Betis" 3 2 "H"
"1496" "04/05/14" "Levante" "Ath Madrid" 2 0 "H"
"1497" "04/05/14" "Real Madrid" "Valencia" 2 2 "D"
"1498" "04/05/14" "Sevilla" "Villarreal" 0 0 "D"
"1499" "05/05/14" "Sociedad" "Granada" 1 1 "D"
"1500" "07/05/14" "Valladolid" "Real Madrid" 1 1 "D"
"1501" "10/05/14" "Levante" "Valencia" 2 0 "H"
"1502" "10/05/14" "Villarreal" "Vallecano" 4 0 "H"
"1503" "11/05/14" "Ath Bilbao" "Sociedad" 1 1 "D"
"1504" "11/05/14" "Ath Madrid" "Malaga" 1 1 "D"
"1505" "11/05/14" "Betis" "Valladolid" 4 3 "H"
"1506" "11/05/14" "Celta" "Real Madrid" 2 0 "H"
"1507" "11/05/14" "Elche" "Barcelona" 0 0 "D"
"1508" "11/05/14" "Espanol" "Osasuna" 1 1 "D"
"1509" "11/05/14" "Getafe" "Sevilla" 1 0 "H"
"1510" "11/05/14" "Granada" "Almeria" 0 2 "A"
"1511" "16/05/14" "Malaga" "Levante" 1 0 "H"
"1512" "17/05/14" "Barcelona" "Ath Madrid" 1 1 "D"
"1513" "17/05/14" "Real Madrid" "Espanol" 3 1 "H"
"1514" "17/05/14" "Valencia" "Celta" 2 1 "H"
"1515" "18/05/14" "Almeria" "Ath Bilbao" 0 0 "D"
"1516" "18/05/14" "Osasuna" "Betis" 2 1 "H"
"1517" "18/05/14" "Sevilla" "Elche" 3 1 "H"
"1518" "18/05/14" "Sociedad" "Villarreal" 1 2 "A"
"1519" "18/05/14" "Valladolid" "Granada" 0 1 "A"
"1520" "18/05/14" "Vallecano" "Getafe" 1 2 "A"
