Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
14/09/13,Villarreal,Real Madrid,2,2,D
15/09/13,Betis,Valencia,3,1,H
15/09/13,Getafe,Osasuna,2,1,H
15/09/13,Granada,Espanol,0,1,A
15/09/13,Malaga,Vallecano,5,0,H
16/09/13,Ath Bilbao,Celta,3,2,H
16/09/13,Elche,Valladolid,0,0,D
20/09/13,Osasuna,Elche,2,1,H
21/09/13,Almeria,Levante,2,2,D
21/09/13,Sociedad,Malaga,0,0,D
21/09/13,Valladolid,Ath Madrid,0,2,A
21/09/13,Vallecano,Barcelona,0,4,A
22/09/13,Betis,Granada,0,0,D
22/09/13,Celta,Villarreal,0,0,D
22/09/13,Real Madrid,Getafe,4,1,H
22/09/13,Valencia,Sevilla,3,1,H
23/09/13,Espanol,Ath Bilbao,3,2,H
24/09/13,Ath Madrid,Osasuna,2,1,H
24/09/13,Barcelona,Sociedad,4,1,H
24/09/13,Levante,Valladolid,1,1,D
24/09/13,Malaga,Almeria,2,0,H
25/09/13,Elche,Real Madrid,1,2,A
25/09/13,Granada,Valencia,0,1,A
25/09/13,Sevilla,Vallecano,4,1,H
26/09/13,Ath Bilbao,Betis,2,1,H
26/09/13,Getafe,Celta,2,0,H
26/09/13,Villarreal,Espanol,2,1,H
27/09/13,Valladolid,Malaga,2,2,D
28/09/13,Almeria,Barcelona,0,2,A
28/09/13,Real Madrid,Ath Madrid,0,1,A
28/09/13,Sociedad,Sevilla,1,1,D
28/09/13,Valencia,Vallecano,1,0,H
29/09/13,Betis,Villarreal,1,0,H
29/09/13,Celta,Elche,0,1,A
29/09/13,Espanol,Getafe,0,2,A
29/09/13,Osasuna,Levante,0,1,A
30/09/13,Granada,Ath Bilbao,2,0,H
04/10/13,Malaga,Osasuna,0,1,A
04/10/13,Villarreal,Granada,3,0,H
05/10/13,Barcelona,Valladolid,4,1,H
05/10/13,Elche,Espanol,2,1,H
05/10/13,Levante,Real Madrid,2,3,A
05/10/13,Vallecano,Sociedad,1,0,H
06/10/13,Ath Bilbao,Valencia,1,1,D
06/10/13,Ath Madrid,Celta,2,1,H
06/10/13,Getafe,Betis,3,1,H
06/10/13,Sevilla,Almeria,2,1,H
19/10/13,Espanol,Ath Madrid,1,0,H
19/10/13,Osasuna,Barcelona,0,0,D
19/10/13,Real Madrid,Malaga,2,0,H
19/10/13,Valencia,Sociedad,1,2,A
20/10/13,Almeria,Vallecano,0,1,A
20/10/13,Betis,Elche,1,2,A
20/10/13,Granada,Getafe,0,2,A
20/10/13,Valladolid,Sevilla,2,2,D
21/10/13,Ath Bilbao,Villarreal,2,0,H
21/10/13,Celta,Levante,0,1,A
25/10/13,Vallecano,Valladolid,0,3,A
26/10/13,Barcelona,Real Madrid,2,1,H
26/10/13,Elche,Granada,0,1,A
26/10/13,Levante,Espanol,3,0,H
26/10/13,Malaga,Celta,0,5,A
27/10/13,Ath Madrid,Betis,5,0,H
27/10/13,Sevilla,Osasuna,2,1,H
27/10/13,Sociedad,Almeria,3,0,H
27/10/13,Villarreal,Valencia,4,1,H
28/10/13,Getafe,Ath Bilbao,0,1,A
29/10/13,Celta,Barcelona,0,3,A
29/10/13,Espanol,Malaga,0,0,D
30/10/13,Osasuna,Vallecano,3,1,H
30/10/13,Real Madrid,Sevilla,7,3,H
30/10/13,Valencia,Almeria,1,2,A
30/10/13,Valladolid,Sociedad,2,2,D
31/10/13,Ath Bilbao,Elche,2,2,D
31/10/13,Betis,Levante,0,0,D
31/10/13,Granada,Ath Madrid,1,2,A
31/10/13,Villarreal,Getafe,0,2,A
01/11/13,Barcelona,Espanol,1,0,H
02/11/13,Almeria,Valladolid,1,0,H
02/11/13,Sevilla,Celta,0,1,A
02/11/13,Sociedad,Osasuna,5,0,H
02/11/13,Vallecano,Real Madrid,2,3,A
03/11/13,Ath Madrid,Ath Bilbao,2,0,H
03/11/13,Getafe,Valencia,0,1,A
03/11/13,Levante,Granada,0,1,A
03/11/13,Malaga,Betis,3,2,H
04/11/13,Elche,Villarreal,0,1,A
08/11/13,Granada,Malaga,3,1,H
08/11/13,Osasuna,Almeria,0,1,A
09/11/13,Ath Bilbao,Levante,2,1,H
09/11/13,Celta,Vallecano,0,2,A
09/11/13,Getafe,Elche,1,1,D
09/11/13,Real Madrid,Sociedad,5,1,H
10/11/13,Betis,Barcelona,1,4,A
10/11/13,Espanol,Sevilla,1,3,A
10/11/13,Valencia,Valladolid,2,2,D
10/11/13,Villarreal,Ath Madrid,1,1,D
22/11/13,Valladolid,Osasuna,0,1,A
23/11/13,Almeria,Real Madrid,0,5,A
23/11/13,Ath Madrid,Getafe,7,0,H
23/11/13,Barcelona,Granada,4,0,H
23/11/13,Sociedad,Celta,4,3,H
24/11/13,Elche,Valencia,2,1,H
24/11/13,Levante,Villarreal,0,3,A
24/11/13,Sevilla,Betis,4,0,H
24/11/13,Vallecano,Espanol,1,4,A
25/11/13,Malaga,Ath Bilbao,1,2,A
29/11/13,Getafe,Levante,1,0,H
29/11/13,Villarreal,Malaga,1,1,D
30/11/13,Celta,Almeria,3,1,H
30/11/13,Elche,Ath Madrid,0,2,A
30/11/13,Espanol,Sociedad,1,2,A
30/11/13,Real Madrid,Valladolid,4,0,H
01/12/13,Ath Bilbao,Barcelona,1,0,H
01/12/13,Betis,Vallecano,2,2,D
01/12/13,Granada,Sevilla,1,2,A
01/12/13,Valencia,Osasuna,3,0,H
13/12/13,Levante,Elche,2,1,H
14/12/13,Barcelona,Villarreal,2,1,H
14/12/13,Malaga,Getafe,1,0,H
14/12/13,Osasuna,Real Madrid,2,2,D
14/12/13,Vallecano,Granada,0,2,A
15/12/13,Almeria,Espanol,0,0,D
15/12/13,Ath Madrid,Valencia,3,0,H
15/12/13,Sevilla,Ath Bilbao,1,1,D
15/12/13,Sociedad,Betis,5,1,H
16/12/13,Valladolid,Celta,3,0,H
20/12/13,Elche,Malaga,0,1,A
21/12/13,Ath Madrid,Levante,3,2,H
21/12/13,Betis,Almeria,0,1,A
21/12/13,Granada,Sociedad,1,3,A
21/12/13,Villarreal,Sevilla,1,2,A
22/12/13,Ath Bilbao,Vallecano,2,1,H
22/12/13,Celta,Osasuna,1,1,D
22/12/13,Espanol,Valladolid,4,2,H
22/12/13,Getafe,Barcelona,2,5,A
22/12/13,Valencia,Real Madrid,2,3,A
04/01/14,Almeria,Granada,3,0,H
04/01/14,Malaga,Ath Madrid,0,1,A
04/01/14,Valencia,Levante,2,0,H
04/01/14,Valladolid,Betis,0,0,D
05/01/14,Barcelona,Elche,4,0,H
05/01/14,Osasuna,Espanol,1,0,H
05/01/14,Sevilla,Getafe,3,0,H
05/01/14,Sociedad,Ath Bilbao,2,0,H
06/01/14,Real Madrid,Celta,3,0,H
06/01/14,Vallecano,Villarreal,2,5,A
10/01/14,Granada,Valladolid,4,0,H
11/01/14,Ath Bilbao,Almeria,6,1,H
11/01/14,Ath Madrid,Barcelona,0,0,D
11/01/14,Celta,Valencia,2,1,H
11/01/14,Elche,Sevilla,1,1,D
12/01/14,Betis,Osasuna,1,2,A
12/01/14,Espanol,Real Madrid,0,1,A
12/01/14,Getafe,Vallecano,0,1,A
12/01/14,Levante,Malaga,1,0,H
13/01/14,Villarreal,Sociedad,5,1,H
17/01/14,Malaga,Valencia,0,0,D
18/01/14,Betis,Real Madrid,0,5,A
18/01/14,Elche,Vallecano,2,0,H
18/01/14,Espanol,Celta,1,0,H
18/01/14,Granada,Osasuna,0,0,D
19/01/14,Ath Madrid,Sevilla,1,1,D
19/01/14,Getafe,Sociedad,2,2,D
19/01/14,Levante,Barcelona,1,1,D
19/01/14,Villarreal,Almeria,2,0,H
20/01/14,Ath Bilbao,Valladolid,4,2,H
24/01/14,Celta,Betis,4,2,H
25/01/14,Real Madrid,Granada,2,0,H
25/01/14,Sevilla,Levante,2,3,A
25/01/14,Valencia,Espanol,2,2,D
25/01/14,Valladolid,Villarreal,1,0,H
26/01/14,Almeria,Getafe,1,0,H
26/01/14,Barcelona,Malaga,3,0,H
26/01/14,Osasuna,Ath Bilbao,1,5,A
26/01/14,Vallecano,Ath Madrid,2,4,A
27/01/14,Sociedad,Elche,4,0,H
31/01/14,Granada,Celta,1,2,A
01/02/14,Barcelona,Valencia,2,3,A
01/02/14,Getafe,Valladolid,0,0,D
01/02/14,Levante,Vallecano,0,0,D
01/02/14,Malaga,Sevilla,3,2,H
02/02/14,Ath Bilbao,Real Madrid,1,1,D
02/02/14,Ath Madrid,Sociedad,4,0,H
02/02/14,Betis,Espanol,2,0,H
02/02/14,Elche,Almeria,1,0,H
03/02/14,Villarreal,Osasuna,3,1,H
07/02/14,Espanol,Granada,1,0,H
08/02/14,Almeria,Ath Madrid,2,0,H
08/02/14,Real Madrid,Villarreal,4,2,H
08/02/14,Valencia,Betis,5,0,H
08/02/14,Vallecano,Malaga,4,1,H
09/02/14,Osasuna,Getafe,2,0,H
09/02/14,Sevilla,Barcelona,1,4,A
09/02/14,Sociedad,Levante,0,0,D
09/02/14,Valladolid,Elche,2,2,D
10/02/14,Celta,Ath Bilbao,0,0,D
14/02/14,Elche,Osasuna,0,0,D
15/02/14,Ath Madrid,Valladolid,3,0,H
15/02/14,Barcelona,Vallecano,6,0,H
15/02/14,Levante,Almeria,1,0,H
15/02/14,Villarreal,Celta,0,2,A
16/02/14,Ath Bilbao,Espanol,1,2,A
16/02/14,Getafe,Real Madrid,0,3,A
16/02/14,Granada,Betis,1,0,H
16/02/14,Sevilla,Valencia,0,0,D
17/02/14,Malaga,Sociedad,0,1,A
21/02/14,Valladolid,Levante,1,1,D
22/02/14,Almeria,Malaga,0,0,D
22/02/14,Celta,Getafe,1,1,D
22/02/14,Real Madrid,Elche,3,0,H
22/02/14,Sociedad,Barcelona,3,1,H
23/02/14,Betis,Ath Bilbao,0,2,A
23/02/14,Osasuna,Ath Madrid,3,0,H
23/02/14,Valencia,Granada,2,1,H
23/02/14,Vallecano,Sevilla,0,1,A
24/02/14,Espanol,Villarreal,1,2,A
28/02/14,Ath Bilbao,Granada,4,0,H
01/03/14,Elche,Celta,1,0,H
01/03/14,Getafe,Espanol,0,0,D
01/03/14,Levante,Osasuna,2,0,H
01/03/14,Malaga,Valladolid,1,1,D
02/03/14,Ath Madrid,Real Madrid,2,2,D
02/03/14,Barcelona,Almeria,4,1,H
02/03/14,Sevilla,Sociedad,1,0,H
02/03/14,Vallecano,Valencia,1,0,H
02/03/14,Villarreal,Betis,1,1,D
08/03/14,Betis,Getafe,2,0,H
08/03/14,Celta,Ath Madrid,0,2,A
08/03/14,Granada,Villarreal,2,0,H
08/03/14,Valladolid,Barcelona,1,0,H
09/03/14,Almeria,Sevilla,1,3,A
09/03/14,Espanol,Elche,3,1,H
09/03/14,Real Madrid,Levante,3,0,H
09/03/14,Valencia,Ath Bilbao,1,1,D
10/03/14,Osasuna,Malaga,0,2,A
10/03/14,Sociedad,Vallecano,2,3,A
14/03/14,Getafe,Granada,3,3,D
15/03/14,Ath Madrid,Espanol,1,0,H
15/03/14,Levante,Celta,0,1,A
15/03/14,Malaga,Real Madrid,0,1,A
15/03/14,Vallecano,Almeria,3,1,H
16/03/14,Barcelona,Osasuna,7,0,H
16/03/14,Elche,Betis,0,0,D
16/03/14,Sevilla,Valladolid,4,1,H
16/03/14,Sociedad,Valencia,1,0,H
17/03/14,Villarreal,Ath Bilbao,1,1,D
21/03/14,Celta,Malaga,0,2,A
22/03/14,Ath Bilbao,Getafe,1,0,H
22/03/14,Espanol,Levante,0,0,D
22/03/14,Granada,Elche,1,0,H
22/03/14,Valladolid,Vallecano,1,1,D
23/03/14,Betis,Ath Madrid,0,2,A
23/03/14,Osasuna,Sevilla,1,2,A
23/03/14,Real Madrid,Barcelona,3,4,A
23/03/14,Valencia,Villarreal,2,1,H
24/03/14,Almeria,Sociedad,4,3,H
25/03/14,Elche,Ath Bilbao,0,0,D
25/03/14,Malaga,Espanol,1,2,A
26/03/14,Ath Madrid,Granada,1,0,H
26/03/14,Barcelona,Celta,3,0,H
26/03/14,Sevilla,Real Madrid,2,1,H
26/03/14,Vallecano,Osasuna,1,0,H
27/03/14,Almeria,Valencia,2,2,D
27/03/14,Getafe,Villarreal,0,1,A
27/03/14,Levante,Betis,1,3,A
27/03/14,Sociedad,Valladolid,1,0,H
29/03/14,Ath Bilbao,Ath Madrid,1,2,A
29/03/14,Celta,Sevilla,1,0,H
29/03/14,Espanol,Barcelona,0,1,A
29/03/14,Real Madrid,Vallecano,5,0,H
30/03/14,Osasuna,Sociedad,1,1,D
30/03/14,Valencia,Getafe,1,3,A
30/03/14,Valladolid,Almeria,1,0,H
30/03/14,Villarreal,Elche,1,1,D
31/03/14,Betis,Malaga,1,2,A
31/03/14,Granada,Levante,0,2,A
04/04/14,Almeria,Osasuna,1,2,A
05/04/14,Ath Madrid,Villarreal,1,0,H
05/04/14,Barcelona,Betis,3,1,H
05/04/14,Sociedad,Real Madrid,0,4,A
05/04/14,Vallecano,Celta,3,0,H
06/04/14,Elche,Getafe,1,0,H
06/04/14,Malaga,Granada,4,1,H
06/04/14,Sevilla,Espanol,4,1,H
06/04/14,Valladolid,Valencia,0,0,D
07/04/14,Levante,Ath Bilbao,1,2,A
11/04/14,Osasuna,Valladolid,0,0,D
12/04/14,Celta,Sociedad,2,2,D
12/04/14,Granada,Barcelona,1,0,H
12/04/14,Real Madrid,Almeria,4,0,H
12/04/14,Villarreal,Levante,1,0,H
13/04/14,Betis,Sevilla,0,2,A
13/04/14,Espanol,Vallecano,2,2,D
13/04/14,Getafe,Ath Madrid,0,2,A
13/04/14,Valencia,Elche,2,1,H
14/04/14,Ath Bilbao,Malaga,3,0,H
18/04/14,Ath Madrid,Elche,2,0,H
19/04/14,Levante,Getafe,0,0,D
19/04/14,Osasuna,Valencia,1,1,D
19/04/14,Sociedad,Espanol,2,1,H
20/04/14,Almeria,Celta,2,4,A
20/04/14,Barcelona,Ath Bilbao,2,1,H
20/04/14,Sevilla,Granada,4,0,H
20/04/14,Vallecano,Betis,3,1,H
21/04/14,Malaga,Villarreal,2,0,H
25/04/14,Elche,Levante,1,1,D
26/04/14,Betis,Sociedad,0,1,A
26/04/14,Getafe,Malaga,1,0,H
26/04/14,Granada,Vallecano,0,3,A
26/04/14,Real Madrid,Osasuna,4,0,H
27/04/14,Ath Bilbao,Sevilla,3,1,H
27/04/14,Espanol,Almeria,1,2,A
27/04/14,Valencia,Ath Madrid,0,1,A
27/04/14,Villarreal,Barcelona,2,3,A
28/04/14,Celta,Valladolid,4,1,H
02/05/14,Vallecano,Ath Bilbao,0,3,A
03/05/14,Barcelona,Getafe,2,2,D
03/05/14,Malaga,Elche,0,1,A
03/05/14,Osasuna,Celta,0,2,A
03/05/14,Valladolid,Espanol,1,0,H
04/05/14,Almeria,Betis,3,2,H
04/05/14,Levante,Ath Madrid,2,0,H
04/05/14,Real Madrid,Valencia,2,2,D
04/05/14,Sevilla,Villarreal,0,0,D
05/05/14,Sociedad,Granada,1,1,D
07/05/14,Valladolid,Real Madrid,1,1,D
10/05/14,Levante,Valencia,2,0,H
10/05/14,Villarreal,Vallecano,4,0,H
11/05/14,Ath Bilbao,Sociedad,1,1,D
11/05/14,Ath Madrid,Malaga,1,1,D
11/05/14,Betis,Valladolid,4,3,H
11/05/14,Celta,Real Madrid,2,0,H
11/05/14,Elche,Barcelona,0,0,D
11/05/14,Espanol,Osasuna,1,1,D
11/05/14,Getafe,Sevilla,1,0,H
11/05/14,Granada,Almeria,0,2,A
16/05/14,Malaga,Levante,1,0,H
17/05/14,Barcelona,Ath Madrid,1,1,D
17/05/14,Real Madrid,Espanol,3,1,H
17/05/14,Valencia,Celta,2,1,H
18/05/14,Almeria,Ath Bilbao,0,0,D
18/05/14,Osasuna,Betis,2,1,H
18/05/14,Sevilla,Elche,3,1,H
18/05/14,Sociedad,Villarreal,1,2,A
18/05/14,Valladolid,Granada,0,1,A
18/05/14,Vallecano,Getafe,1,2,A
