Movie Title,Year of Realease,Genre,Movie Rating,Duration(Mins),Gross(Million),Classification
Baby Driver,2017,"Action,Crime,Drama",7.6,113,107.83,C
Immortals,2011,"Action,Drama,Fantasy",6,110,83.5,AA
Taken,2008,"Action,Crime,Thriller",7.8,90,145,B
Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure,Family,Fantasy",5.8,118,88.76,A
Hansel & Gretel: Witch Hunters,2013,"Action,Fantasy,Horror",6.1,88,55.7,C
Lightyear,2022,"Animation,Action,Adventure",6,100,42.78,AA
Valerian and the City of a Thousand Planets,2017,"Action,Adventure,Fantasy",6.4,136,41.19,D
Good Will Hunting,1997,"Drama,Romance",8.3,126,138.43,A
Shaonian de ni,2019,"Crime,Drama,Romance",7.5,135,40.44,D
Ford v Ferrari,2019,"Action,Biography,Drama",8.1,152,117.62,AA
Jumper,2008,"Action,Adventure,Sci-Fi",6.1,88,80.17,B
Elf,2003,"Adventure,Comedy,Family",7,97,173.4,B15
The Social Network,2010,"Biography,Drama",7.8,120,96.96,A
Chicken Run,2000,"Animation,Adventure,Comedy",7.1,84,106.83,C
Con Air,1997,"Action,Crime,Thriller",6.9,115,101.12,B
Interview with the Vampire: The Vampire Chronicles,1994,"Drama,Fantasy,Horror",7.5,123,105.26,B
Flightplan,2005,"Drama,Mystery,Thriller",6.3,98,89.71,B
Yes Man,2008,"Comedy,Romance",6.8,104,97.69,A
Non-Stop,2014,"Action,Mystery,Thriller",6.9,106,92.17,C
"Honey, I Shrunk the Kids",1989,"Adventure,Comedy,Family",6.4,93,130.72,C
Fahrenheit 9/11,2004,"Documentary,Drama,War",7.5,122,119.19,A
Wild Wild West,1999,"Action,Comedy,Sci-Fi",4.9,106,113.81,D
Wo he wo de fu bei,2021,Drama,6.1,157,0.18,A
Geostorm,2017,"Action,Sci-Fi,Thriller",5.3,109,33.7,B
Presumed Innocent,1990,"Mystery,Thriller",6.9,127,86.3,C
Jungle Cruise,2021,"Action,Adventure,Comedy",6.6,127,116.99,B
Scary Movie 3,2003,Comedy,5.5,84,110,AA
Collateral,2004,"Action,Crime,Drama",7.5,120,101.01,C
Inferno,2016,"Action,Adventure,Crime",6.2,121,34.34,A
Knocked Up,2007,"Comedy,Romance",6.9,129,148.73,A
Green Lantern,2011,"Action,Adventure,Sci-Fi",5.5,114,116.6,B15
What Happens in Vegas,2008,"Comedy,Romance",6.1,99,80.28,B
It's Complicated,2009,"Comedy,Drama,Romance",6.5,121,112.74,D
The Terminal,2004,"Comedy,Drama,Romance",7.4,128,77.87,C
Captain Phillips,2013,"Action,Biography,Crime",7.8,134,107.1,A
The Prince of Egypt,1998,"Animation,Adventure,Drama",7.1,99,101.22,C
Jack Reacher,2012,"Action,Mystery,Thriller",7,130,80.07,B
Kingdom of Heaven,2005,"Action,Adventure,Drama",7.2,144,47.4,C
The Emoji Movie,2017,"Animation,Adventure,Comedy",3.3,86,86.09,D
Zhe ge sha shou bu tai leng jing,2022,Comedy,6.1,109,89.71,C
Dracula Untold,2014,"Action,Drama,Fantasy",6.2,92,56.28,D
Central Intelligence,2016,"Action,Comedy,Crime",6.3,107,127.44,D
Million Dollar Baby,2004,"Drama,Sport",8.1,132,100.49,C
The Help,2011,Drama,8.1,146,169.71,A
Twins,1988,"Comedy,Crime",6.1,107,111.94,A
Little Women,2019,"Drama,Romance",7.8,135,108.1,AA
Valentine's Day,2010,"Comedy,Romance",5.7,125,110.49,A
Bad Teacher,2011,"Comedy,Romance",5.6,92,100.29,C
Song ni yi duo xiao hong hua,2020,"Drama,Family",6.6,122,82.52,D
The Croods: A New Age,2020,"Animation,Adventure,Comedy",6.9,95,58.57,A
Clear and Present Danger,1994,"Action,Crime,Drama",6.9,141,122.19,A
One Hundred and One Dalmatians,1961,"Animation,Adventure,Comedy",7.3,79,144.88,AA
Ted 2,2015,Comedy,6.3,115,81.48,A
Dracula,1992,"Drama,Fantasy,Horror",7.4,128,82.52,A
Vertical Limit,2000,"Action,Adventure,Drama",5.9,124,69.24,AA
Ghostbusters II,1989,"Action,Comedy,Fantasy",6.6,108,112.49,B
The Patriot,2000,"Action,Drama,History",7.2,165,113.33,C
The Sorcerer's Apprentice,2010,"Action,Adventure,Family",6.1,109,63.15,C
Just Go with It,2011,"Comedy,Romance",6.4,117,103.03,B
The Expendables 3,2014,"Action,Adventure,Thriller",6.1,126,39.32,C
Dirty Dancing,1987,"Drama,Music,Romance",7,100,0.62,B15
Creed II,2018,"Drama,Sport",7.1,130,115.72,D
Smallfoot,2018,"Animation,Adventure,Comedy",6.6,96,83.24,C
Public Enemies,2009,"Action,Biography,Crime",7,140,97.1,A
The Bourne Identity,2002,"Action,Mystery,Thriller",7.9,119,121.66,B
Disclosure,1994,"Drama,Thriller",6.1,128,83.02,C
Pulp Fiction,1994,"Crime,Drama",8.9,154,107.93,B
The Aviator,2004,"Biography,Drama",7.5,170,102.61,D
Wo hu cang long,2000,"Action,Adventure,Drama",7.9,120,128.08,D
Braveheart,1995,"Biography,Drama,History",8.4,178,75.6,B15
Into the Woods,2014,"Adventure,Comedy,Drama",5.9,125,128,C
Bedtime Stories,2008,"Adventure,Comedy,Family",6,99,110.1,D
Miss Congeniality,2000,"Action,Comedy,Crime",6.3,109,106.81,D
Entrapment,1999,"Action,Crime,Romance",6.3,113,87.7,B
Ace Ventura: When Nature Calls,1995,"Adventure,Comedy,Crime",6.4,90,108.39,D
End of Days,1999,"Action,Fantasy,Horror",5.8,122,66.89,B
Bridget Jones's Baby,2016,"Comedy,Drama,Romance",6.5,123,24.25,AA
Fury,2014,"Action,Drama,War",7.5,134,85.82,B
Battle: Los Angeles,2011,"Action,Adventure,Sci-Fi",5.7,116,83.55,A
Australia,2008,"Adventure,Drama,Romance",6.6,165,49.55,D
Due Date,2010,"Comedy,Drama",6.5,95,100.54,D
Master and Commander: The Far Side of the World,2003,"Action,Adventure,Drama",7.4,138,93.93,A
A Series of Unfortunate Events,2004,"Adventure,Comedy,Family",6.8,108,118.63,D
The Little Mermaid,1989,"Animation,Adventure,Comedy",7.6,83,111.54,C
Qi ji · Ben xiao hai,2022,"Comedy,Drama",6.7,106,101.7,C
District 9,2009,"Action,Sci-Fi,Thriller",7.9,112,115.65,B
Moonraker,1979,"Action,Adventure,Sci-Fi",6.2,126,70.31,B15
The Others,2001,"Horror,Mystery,Thriller",7.6,101,96.52,AA
Horrible Bosses,2011,"Comedy,Crime",6.9,98,117.54,A
Hou lai de wo men,2018,"Drama,Romance",7.4,120,104.01,D
Red Dragon,2002,"Crime,Drama,Thriller",7.2,124,93.15,C
Tomorrowland,2015,"Action,Adventure,Family",6.4,130,93.44,A
Me Before You,2016,"Drama,Romance",7.4,106,56.25,AA
Safe House,2012,"Action,Thriller",6.7,115,126.37,A
S.W.A.T.,2003,"Action,Adventure,Crime",6,117,116.93,A
The Fast and the Furious,2001,"Action,Adventure,Crime",6.8,106,144.53,A
Traffic,2000,"Crime,Drama,Thriller",7.6,147,124.12,A
Paranormal Activity 3,2011,"Horror,Mystery",5.8,83,104.01,C
Philadelphia,1993,Drama,7.7,125,77.32,B
The Conjuring: The Devil Made Me Do It,2021,"Horror,Mystery,Thriller",6.3,112,65.63,D
Sleepy Hollow,1999,"Fantasy,Horror,Mystery",7.3,105,101.07,D
The Holiday,2006,"Comedy,Romance",6.9,136,63.22,D
Nou fo,2021,"Action,Adventure,Crime",6.6,126,0.39,AA
The Jungle Book,1967,"Animation,Adventure,Comedy",7.6,78,141.84,D
London Has Fallen,2016,"Action,Thriller",5.9,99,62.68,A
The Break-Up,2006,"Comedy,Drama,Romance",5.8,106,118.7,A
Xi you: Xiang mo pian,2013,"Action,Adventure,Comedy",6.7,110,0.02,A
The Ugly Truth,2009,"Comedy,Romance",6.4,96,88.92,AA
JFK,1991,"Drama,History,Thriller",8,189,70.41,D
White House Down,2013,"Action,Drama,Thriller",6.3,131,73.1,A
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,"Action,Adventure,Comedy",6,109,84.16,B
A Dog's Purpose,2017,"Adventure,Comedy,Drama",7.2,100,64.51,D
Gake no ue no Ponyo,2008,"Animation,Adventure,Comedy",7.6,101,15.09,C
Fun with Dick and Jane,2005,"Comedy,Crime",6.1,90,110.33,C
Eat Pray Love,2010,"Biography,Drama,Romance",5.8,133,80.57,D
Ghostbusters: Afterlife,2021,"Adventure,Comedy,Fantasy",7.1,124,129.36,C
You Don't Mess with the Zohan,2008,"Action,Comedy",5.6,113,100.02,B
The Addams Family,2019,"Animation,Comedy,Family",5.8,86,100.04,C
Hairspray,2007,"Comedy,Drama,Musical",6.7,117,118.87,D
King Arthur,2004,"Action,Adventure,Drama",6.3,126,51.88,C
Yogi Bear,2010,"Animation,Adventure,Comedy",4.6,81,100.25,A
Everest,2015,"Action,Adventure,Biography",7.1,121,43.48,B15
Vanilla Sky,2001,"Fantasy,Mystery,Romance",6.9,136,100.61,A
Arrival,2016,"Drama,Mystery,Sci-Fi",7.9,116,100.55,AA
Need for Speed,2014,"Action,Thriller",6.4,132,43.58,D
Garfield,2004,"Animation,Adventure,Comedy",5,80,75.37,B
Patch Adams,1998,"Biography,Comedy,Drama",6.8,115,135.03,C
Teenage Mutant Ninja Turtles,1990,"Action,Adventure,Comedy",6.7,93,135.27,A
Kindergarten Cop,1990,"Action,Comedy,Crime",6.2,111,91.46,A
Straight Outta Compton,2015,"Biography,Drama,History",7.8,147,161.2,C
21 Jump Street,2012,"Action,Comedy,Crime",7.2,109,138.45,A
Valkyrie,2008,"Drama,History,Thriller",7.1,121,83.08,D
Open Season,2006,"Animation,Adventure,Comedy",6.1,86,85.11,B
Cats & Dogs,2001,"Action,Adventure,Comedy",5.1,87,93.39,B
The Hunt for Red October,1990,"Action,Adventure,Thriller",7.5,135,122.01,C
Percy Jackson: Sea of Monsters,2013,"Adventure,Family,Fantasy",5.7,106,68.56,C
Two Weeks Notice,2002,"Comedy,Romance",6.1,101,93.35,B
RED,2010,"Action,Comedy,Crime",7,111,90.38,D
Chak daan juen ga 2,2020,"Action,Crime,Thriller",6.6,120,42.78,D
City of Angels,1998,"Drama,Fantasy,Romance",6.7,114,78.69,AA
The Pacifier,2005,"Action,Comedy,Drama",5.6,95,113.09,B15
50 First Dates,2004,"Comedy,Drama,Romance",6.8,99,120.91,C
Total Recall,2012,"Action,Adventure,Sci-Fi",6.2,118,58.88,C
Yi chu hao xi,2018,"Comedy,Drama",6.2,134,0.67,A
Lo imposible,2012,"Adventure,Drama,History",7.5,114,19.02,D
Ren zai jiong tu: Tai jiong,2012,"Adventure,Comedy,Drama",6.2,105,0.06,C
Christopher Robin,2018,"Adventure,Comedy,Drama",7.2,104,99.22,B
Jack the Giant Slayer,2013,"Action,Adventure,Fantasy",6.3,114,65.19,C
Smurfs: The Lost Village,2017,"Animation,Adventure,Comedy",5.9,90,45.02,A
Zhong guo yi sheng,2021,Drama,4.7,129,58.88,C
Spy Kids 3: Game Over,2003,"Action,Adventure,Comedy",4.3,84,111.76,D
Panic Room,2002,"Crime,Drama,Thriller",6.8,112,96.4,B
Bullet Train,2022,"Action,Comedy,Thriller",7.4,127,99.97,A
The Other Woman,2014,"Comedy,Romance",6,109,83.91,B
Stargate,1994,"Action,Adventure,Sci-Fi",7,116,71.57,A
Beowulf,2007,"Animation,Action,Adventure",6.3,115,82.16,D
The Vow,2012,"Drama,Romance",6.8,104,125.01,D
Anger Management,2003,Comedy,6.2,106,135.65,B
Tropic Thunder,2008,"Action,Comedy,War",7,107,110.52,AA
The Shape of Water,2017,"Drama,Fantasy,Romance",7.3,123,63.86,B15
Rocketman,2019,"Biography,Drama,Musical",7.3,121,96.37,A
The Pelican Brief,1993,"Crime,Drama,Mystery",6.6,141,100.77,A
The BFG,2016,"Adventure,Family,Fantasy",6.3,117,55.48,D
The Intern,2015,"Comedy,Drama",7.1,121,75.76,D
The Curse of the Were-Rabbit,2005,"Animation,Adventure,Comedy",7.5,85,56.11,A
Gnomeo & Juliet,2011,"Animation,Adventure,Comedy",5.9,84,99.97,D
The Sum of All Fears,2002,"Action,Drama,Thriller",6.4,124,118.91,A
Tenki no ko,2019,"Animation,Drama,Fantasy",7.5,112,7.8,C
Gangs of New York,2002,"Crime,Drama",7.5,167,77.81,C
Xi you ji zhi: Sun Wukong san da Baigu Jing,2016,"Action,Adventure,Fantasy",5.9,119,0.71,D
Paranormal Activity,2007,"Horror,Mystery",6.3,86,107.92,AA
The Lego Movie 2: The Second Part,2019,"Animation,Action,Adventure",6.6,107,105.81,A
The Equalizer,2014,"Action,Crime,Thriller",7.2,132,101.53,C
Downton Abbey,2019,"Drama,Romance",7.4,122,96.85,D
Wu sha,2019,"Crime,Drama,Thriller",6.8,112,71.57,C
The Addams Family,1991,"Comedy,Fantasy",6.9,99,113.5,A
The Longest Yard,2005,"Comedy,Crime,Sport",6.4,113,158.12,C
The Lost City,2022,"Action,Adventure,Comedy",6.1,112,118.91,C
The Santa Clause,1994,"Comedy,Drama,Family",6.5,97,144.83,B
Cheaper by the Dozen,2003,"Comedy,Family",5.9,98,138.61,A
The Equalizer 2,2018,"Action,Crime,Thriller",6.7,121,102.08,C
Hollow Man,2000,"Action,Horror,Sci-Fi",5.8,112,73.21,D
Outbreak,1995,"Action,Drama,Thriller",6.6,127,67.82,D
So duk 2: Tin dei duei kuet,2019,"Action,Crime",6,99,0.61,C
The X Files,1998,"Drama,Mystery,Sci-Fi",7,121,83.9,C
Xin hua lu fang,2014,"Comedy,Drama,Romance",6.4,116,0.77,AA
Rambo III,1988,"Action,Adventure,Thriller",5.8,102,53.72,D
The Secret Life of Walter Mitty,2013,"Adventure,Comedy,Drama",7.3,114,58.24,D
Mou seung,2018,"Action,Crime,Mystery",6.8,130,110.36,A
Jaws 2,1978,"Adventure,Horror,Thriller",5.8,116,102.92,A
12 Years a Slave,2013,"Biography,Drama,History",8.1,134,56.67,C
Heat,1995,"Action,Crime,Drama",8.3,170,67.44,D
Mr. Popper's Penguins,2011,"Comedy,Family,Fantasy",6,94,68.22,A
The Grudge,2004,"Horror,Mystery,Thriller",5.9,91,110.36,D
I Now Pronounce You Chuck & Larry,2007,"Comedy,Romance",5.9,115,120.06,B
The Horse Whisperer,1998,"Drama,Romance,Western",6.7,169,75.38,D
Walk the Line,2005,"Biography,Drama,Music",7.8,136,119.52,D
Jian bing xia,2015,Comedy,5.6,113,113.5,B
The Jungle Book 2,2003,"Animation,Adventure,Comedy",5.3,72,47.89,B
The Final Destination,2009,"Horror,Thriller",5.1,82,66.48,C
Atlantis: The Lost Empire,2001,"Animation,Action,Adventure",6.9,95,84.05,B15
Inside Man,2006,"Crime,Drama,Mystery",7.6,129,88.51,C
The Waterboy,1998,"Comedy,Sport",6.1,90,161.49,B
Hugo,2011,"Adventure,Drama,Family",7.5,126,73.86,C
Pitch Perfect 3,2017,"Comedy,Music",5.8,93,104.9,B
Watchmen,2009,"Action,Drama,Mystery",7.6,162,107.51,B15
The Birdcage,1996,Comedy,7.2,117,124.06,C
Moulin Rouge!,2001,"Drama,Musical,Romance",7.6,127,57.39,AA
Snow White and the Seven Dwarfs,1937,"Animation,Adventure,Family",7.6,83,184.93,C
Hop,2011,"Animation,Adventure,Comedy",5.4,95,108.09,B
Bad Moms,2016,Comedy,6.2,100,113.26,B
Jupiter Ascending,2015,"Action,Adventure,Sci-Fi",5.3,127,47.39,A
Knowing,2009,"Action,Mystery,Sci-Fi",6.2,121,79.96,B15
102 Dalmatians,2000,"Adventure,Comedy,Family",4.8,100,66.96,B
Storks,2016,"Animation,Adventure,Comedy",6.8,87,72.68,B
Stand by Me Doraemon,2014,"Animation,Comedy,Drama",7.3,95,77.22,A
Paul Blart: Mall Cop,2009,"Action,Comedy,Crime",5.2,91,20.82,A
Wayne's World,1992,"Comedy,Music",7,94,121.7,D
Maverick,1994,"Action,Adventure,Comedy",7,127,101.63,D
Mirror Mirror,2012,"Adventure,Comedy,Drama",5.6,106,64.94,C
The Man in the Iron Mask,1998,"Action,Adventure,Drama",6.5,132,56.97,AA
Cape Fear,1991,"Crime,Thriller",7.3,128,79.1,B
The Haunted Mansion,2003,"Comedy,Family,Fantasy",5.1,99,75.85,B15
Xi you ji: Da nao tian gong,2014,"Action,Adventure,Family",4.9,119,0.71,B
While You Were Sleeping,1995,"Comedy,Drama,Romance",6.7,103,81.06,C
The Bridges of Madison County,1995,"Drama,Romance",7.6,135,71.52,D
Du cheng feng yun III,2016,"Comedy,Drama",2.5,113,116.63,C
Poseidon,2006,"Action,Adventure,Thriller",5.7,98,60.67,A
The First Wives Club,1996,Comedy,6.4,103,105.49,D
Xuan ya zhi shang,2021,"Crime,Drama,Thriller",6.6,120,0.15,C
Scooby-Doo 2: Monsters Unleashed,2004,"Adventure,Comedy,Family",5.1,93,84.22,AA
Hot Shots!,1991,"Action,Comedy",6.7,84,69.47,B
Road to Perdition,2002,"Crime,Drama,Thriller",7.7,117,104.45,D
Kill Bill: Vol. 1,2003,"Action,Crime,Drama",8.2,111,70.1,C
Abominable,2019,"Animation,Adventure,Comedy",7,97,60.72,A
The Scorpion King,2002,"Action,Adventure,Fantasy",5.5,92,91.05,A
Sweet Home Alabama,2002,"Comedy,Romance",6.2,108,127.22,B15
Daddy's Home 2,2017,Comedy,6,100,104.03,B
Hacksaw Ridge,2016,"Biography,Drama,History",8.1,139,67.21,B
Deja Vu,2006,"Action,Crime,Sci-Fi",7.1,126,64.04,AA
The Post,2017,"Biography,Drama,History",7.2,116,81.9,D
Dangerous Minds,1995,"Biography,Drama",6.5,99,84.92,D
The Dictator,2012,Comedy,6.4,83,59.65,B15
The League of Extraordinary Gentlemen,2003,"Action,Adventure,Fantasy",5.8,110,66.47,D
Allegiant,2016,"Action,Adventure,Mystery",5.7,120,66.18,D
Daredevil,2003,"Action,Crime",5.3,103,102.54,A
City Slickers,1991,"Comedy,Western",6.8,113,124.03,D
He's Just Not That Into You,2009,"Comedy,Drama,Romance",6.4,129,93.95,C
Eagle Eye,2008,"Action,Mystery,Thriller",6.6,118,101.11,B
Along Came Polly,2004,"Comedy,Romance",6,90,88.1,B15
Flushed Away,2006,"Animation,Action,Adventure",6.6,85,64.67,C
Scary Movie 4,2006,Comedy,5.1,83,90.71,A
Dante's Peak,1997,"Action,Adventure,Thriller",6,108,67.13,C
Brokeback Mountain,2005,"Drama,Romance",7.7,134,83.04,C
Patriot Games,1992,"Action,Thriller",6.8,117,83.29,A
Flubber,1997,"Comedy,Family,Sci-Fi",5.3,93,92.98,AA
Baywatch,2017,"Action,Comedy,Crime",5.5,116,58.06,D
Double Jeopardy,1999,"Crime,Drama,Mystery",6.5,105,116.74,A
War Horse,2011,"Action,Adventure,Drama",7.2,146,79.88,B
Paranormal Activity 2,2010,"Horror,Mystery",5.7,91,84.75,C
How to Lose a Guy in 10 Days,2003,"Comedy,Romance",6.4,116,105.81,B
AVP: Alien vs. Predator,2004,"Action,Adventure,Horror",5.6,101,80.28,B15
Ying xiong,2002,"Action,Adventure,Drama",7.9,120,53.71,C
The 40 Year Old Virgin,2005,"Comedy,Romance",7.1,116,109.45,B
The Butler,2013,"Biography,Drama",7.2,132,116.63,A
The Haunting,1999,"Fantasy,Horror,Mystery",5,113,91.41,C
The Descendants,2011,"Comedy,Drama",7.3,115,82.58,D
The A-Team,2010,"Action,Adventure,Thriller",6.7,117,77.22,D
Tootsie,1982,"Comedy,Drama,Romance",7.4,116,177.2,B
In the Line of Fire,1993,"Action,Crime,Drama",7.2,128,102.31,AA
Analyze This,1999,"Comedy,Crime",6.7,103,106.89,A
The Hitman's Bodyguard,2017,"Action,Comedy,Crime",6.9,118,75.47,B
